db,db_label,prompt_type,category,imagery,count,proportion,poem_coverage_count,poem_coverage_ratio,db_poem_coverage_ratio,lift_vs_db,rank,category_poem_count,total_imagery_tokens
b2,五词牌-改革主题,type_d,谈禅说理,鹤,12,0.006393,12,0.046512,0.030255,1.537332,13,258,1877
b2,五词牌-改革主题,type_d,谈禅说理,雏鹰,12,0.006393,12,0.046512,0.035032,1.327696,14,258,1877
b2,五词牌-改革主题,type_d,谈禅说理,丹炉,11,0.005860,11,0.042636,0.036624,1.164139,15,258,1877
b2,五词牌-改革主题,type_d,谈禅说理,长风,11,0.005860,11,0.042636,0.052548,0.811370,16,258,1877
b2,五词牌-改革主题,type_d,谈禅说理,晨钟,10,0.005328,10,0.038760,0.039809,0.973643,17,258,1877
b2,五词牌-改革主题,type_d,谈禅说理,灵苗,10,0.005328,10,0.038760,0.031847,1.217054,18,258,1877
b2,五词牌-改革主题,type_d,谈禅说理,霜,9,0.004795,9,0.034884,0.036624,0.952477,19,258,1877
b2,五词牌-改革主题,type_d,谈禅说理,松阶,9,0.004795,9,0.034884,0.023885,1.460465,20,258,1877
b2,五词牌-改革主题,type_d,豪情壮志,春风,16,0.015052,16,0.132231,0.071656,1.845363,1,121,1063
b2,五词牌-改革主题,type_d,豪情壮志,铁律,15,0.014111,15,0.123967,0.076433,1.621901,2,121,1063
b2,五词牌-改革主题,type_d,豪情壮志,青衿,14,0.013170,14,0.115702,0.068471,1.689794,3,121,1063
b2,五词牌-改革主题,type_d,豪情壮志,长风,14,0.013170,14,0.115702,0.052548,2.201853,4,121,1063
b2,五词牌-改革主题,type_d,豪情壮志,樊笼,13,0.012230,13,0.107438,0.113057,0.950297,5,121,1063
b2,五词牌-改革主题,type_d,豪情壮志,剑影,13,0.012230,13,0.107438,0.052548,2.044578,6,121,1063
b2,五词牌-改革主题,type_d,豪情壮志,剑气,13,0.012230,13,0.107438,0.076433,1.405647,7,121,1063
b2,五词牌-改革主题,type_d,豪情壮志,重关,13,0.012230,13,0.107438,0.046178,2.326589,8,121,1063
b2,五词牌-改革主题,type_d,豪情壮志,明月,11,0.010348,11,0.090909,0.052548,1.730028,9,121,1063
b2,五词牌-改革主题,type_d,豪情壮志,劫火,10,0.009407,10,0.082645,0.085987,0.961126,10,121,1063
b2,五词牌-改革主题,type_d,豪情壮志,星斗,10,0.009407,10,0.082645,0.054140,1.526495,11,121,1063
b2,五词牌-改革主题,type_d,豪情壮志,云,9,0.008467,9,0.074380,0.052548,1.415477,12,121,1063
b2,五词牌-改革主题,type_d,豪情壮志,灵根,9,0.008467,9,0.074380,0.081210,0.915897,13,121,1063
b2,五词牌-改革主题,type_d,豪情壮志,暮鼓,9,0.008467,9,0.074380,0.039809,1.868430,14,121,1063
b2,五词牌-改革主题,type_d,豪情壮志,霜刃,9,0.008467,9,0.074380,0.033439,2.224321,15,121,1063
b2,五词牌-改革主题,type_d,豪情壮志,青锋,9,0.008467,9,0.074380,0.028662,2.595041,16,121,1063
b2,五词牌-改革主题,type_d,豪情壮志,剑阁,9,0.008467,9,0.074380,0.047771,1.557025,17,121,1063
b2,五词牌-改革主题,type_d,豪情壮志,晨钟,7,0.006585,7,0.057851,0.039809,1.453223,18,121,1063
b2,五词牌-改革主题,type_d,豪情壮志,清规,7,0.006585,7,0.057851,0.046178,1.252779,19,121,1063
b2,五词牌-改革主题,type_d,豪情壮志,霜,7,0.006585,7,0.057851,0.036624,1.579590,20,121,1063
